Issue Key,TraceIsFit,TraceFitness,MissingTokens,RemainingTokens,ConsumedTokens,ProducedTokens
W1NNR-2271,True,1.0,0,0,11,11
W1NNR-228,True,1.0,0,0,48,48
W1NNR-23,True,1.0,0,0,57,57
W1NNR-230,True,1.0,0,0,46,46
W1NNR-231,True,1.0,0,0,42,42
W1NNR-232,True,1.0,0,0,42,42
W1NNR-233,True,1.0,0,0,42,42
W1NNR-234,True,1.0,0,0,42,42
W1NNR-236,True,1.0,0,0,44,44
W1NNR-237,True,1.0,0,0,44,44
W1NNR-238,True,1.0,0,0,44,44
W1NNR-239,True,1.0,0,0,44,44
W1NNR-24,True,1.0,0,0,55,55
W1NNR-240,True,1.0,0,0,44,44
W1NNR-242,True,1.0,0,0,74,74
W1NNR-243,True,1.0,0,0,74,74
W1NNR-244,True,1.0,0,0,74,74
W1NNR-25,True,1.0,0,0,57,57
W1NNR-251,True,1.0,0,0,80,80
W1NNR-252,True,1.0,0,0,74,74
W1NNR-253,True,1.0,0,0,80,80
W1NNR-255,True,1.0,0,0,45,45
W1NNR-258,True,1.0,0,0,74,74
W1NNR-26,True,1.0,0,0,57,57
W1NNR-262,True,1.0,0,0,76,76
W1NNR-265,True,1.0,0,0,80,80
W1NNR-27,True,1.0,0,0,57,57
W1NNR-28,True,1.0,0,0,16,16
W1NNR-29,True,1.0,0,0,51,51
W1NNR-30,True,1.0,0,0,51,51
W1NNR-305,True,1.0,0,0,53,53
W1NNR-307,True,1.0,0,0,16,16
W1NNR-31,True,1.0,0,0,35,35
W1NNR-310,True,1.0,0,0,76,76
W1NNR-318,True,1.0,0,0,80,80
W1NNR-33,True,1.0,0,0,51,51
W1NNR-331,True,1.0,0,0,80,80
W1NNR-35,True,1.0,0,0,59,59
W1NNR-353,True,1.0,0,0,76,76
W1NNR-358,True,1.0,0,0,76,76
W1NNR-36,True,1.0,0,0,57,57
W1NNR-361,True,1.0,0,0,80,80
W1NNR-37,True,1.0,0,0,57,57
W1NNR-374,True,1.0,0,0,80,80
W1NNR-376,True,1.0,0,0,76,76
W1NNR-378,True,1.0,0,0,80,80
W1NNR-379,True,1.0,0,0,80,80
W1NNR-385,True,1.0,0,0,44,44
W1NNR-386,True,1.0,0,0,44,44
W1NNR-387,True,1.0,0,0,40,40
W1NNR-389,True,1.0,0,0,53,53
W1NNR-39,True,1.0,0,0,57,57
W1NNR-391,True,1.0,0,0,53,53
W1NNR-392,True,1.0,0,0,53,53
W1NNR-393,True,1.0,0,0,53,53
W1NNR-396,True,1.0,0,0,40,40
W1NNR-4,True,1.0,0,0,86,86
W1NNR-40,True,1.0,0,0,53,53
W1NNR-400,True,1.0,0,0,76,76
W1NNR-406,True,1.0,0,0,56,56
W1NNR-407,True,1.0,0,0,56,56
W1NNR-408,True,1.0,0,0,56,56
W1NNR-409,True,1.0,0,0,56,56
W1NNR-41,True,1.0,0,0,59,59
W1NNR-410,True,1.0,0,0,56,56
W1NNR-411,True,1.0,0,0,56,56
W1NNR-412,True,1.0,0,0,56,56
W1NNR-413,True,1.0,0,0,56,56
W1NNR-414,True,1.0,0,0,56,56
W1NNR-415,True,1.0,0,0,56,56
W1NNR-416,True,1.0,0,0,56,56
W1NNR-417,True,1.0,0,0,56,56
W1NNR-418,True,1.0,0,0,56,56
W1NNR-419,True,1.0,0,0,56,56
W1NNR-42,True,1.0,0,0,57,57
W1NNR-420,True,1.0,0,0,56,56
W1NNR-421,True,1.0,0,0,56,56
W1NNR-422,True,1.0,0,0,58,58
W1NNR-423,True,1.0,0,0,56,56
W1NNR-424,True,1.0,0,0,56,56
W1NNR-425,True,1.0,0,0,56,56
W1NNR-426,True,1.0,0,0,56,56
W1NNR-427,True,1.0,0,0,56,56
W1NNR-428,True,1.0,0,0,56,56
W1NNR-429,True,1.0,0,0,56,56
W1NNR-43,True,1.0,0,0,51,51
W1NNR-430,True,1.0,0,0,56,56
W1NNR-431,True,1.0,0,0,56,56
W1NNR-432,True,1.0,0,0,56,56
W1NNR-437,True,1.0,0,0,56,56
W1NNR-438,True,1.0,0,0,56,56
W1NNR-439,True,1.0,0,0,56,56
W1NNR-440,True,1.0,0,0,56,56
W1NNR-441,True,1.0,0,0,56,56
W1NNR-442,True,1.0,0,0,56,56
W1NNR-443,True,1.0,0,0,74,74
W1NNR-444,True,1.0,0,0,74,74
W1NNR-445,True,1.0,0,0,74,74
W1NNR-446,True,1.0,0,0,74,74
W1NNR-449,True,1.0,0,0,78,78
W1NNR-45,True,1.0,0,0,55,55
W1NNR-450,True,1.0,0,0,80,80
W1NNR-46,True,1.0,0,0,51,51
W1NNR-466,True,1.0,0,0,76,76
W1NNR-47,True,1.0,0,0,51,51
W1NNR-471,True,1.0,0,0,48,48
W1NNR-472,True,1.0,0,0,48,48
W1NNR-473,True,1.0,0,0,48,48
W1NNR-474,True,1.0,0,0,48,48
W1NNR-475,True,1.0,0,0,48,48
W1NNR-476,True,1.0,0,0,48,48
W1NNR-477,True,1.0,0,0,48,48
W1NNR-478,True,1.0,0,0,48,48
W1NNR-479,True,1.0,0,0,48,48
W1NNR-48,True,1.0,0,0,59,59
W1NNR-480,True,1.0,0,0,48,48
W1NNR-481,True,1.0,0,0,55,55
W1NNR-482,True,1.0,0,0,48,48
W1NNR-483,True,1.0,0,0,37,37
W1NNR-484,True,1.0,0,0,76,76
W1NNR-485,True,1.0,0,0,76,76
W1NNR-486,True,1.0,0,0,72,72
W1NNR-487,True,1.0,0,0,72,72
W1NNR-488,True,1.0,0,0,53,53
W1NNR-489,True,1.0,0,0,53,53
W1NNR-49,True,1.0,0,0,59,59
W1NNR-490,True,1.0,0,0,53,53
W1NNR-491,True,1.0,0,0,53,53
W1NNR-492,True,1.0,0,0,72,72
W1NNR-493,True,1.0,0,0,72,72
W1NNR-494,True,1.0,0,0,53,53
W1NNR-495,True,1.0,0,0,72,72
W1NNR-496,True,1.0,0,0,70,70
W1NNR-5,True,1.0,0,0,72,72
W1NNR-50,True,1.0,0,0,59,59
W1NNR-500,True,1.0,0,0,80,80
W1NNR-502,True,1.0,0,0,80,80
W1NNR-503,True,1.0,0,0,80,80
W1NNR-505,True,1.0,0,0,80,80
W1NNR-506,True,1.0,0,0,100,100
W1NNR-507,True,1.0,0,0,100,100
W1NNR-508,True,1.0,0,0,100,100
W1NNR-51,True,1.0,0,0,53,53
W1NNR-510,True,1.0,0,0,78,78
W1NNR-511,True,1.0,0,0,80,80
W1NNR-513,True,1.0,0,0,80,80
W1NNR-515,True,1.0,0,0,80,80
W1NNR-523,True,1.0,0,0,74,74
W1NNR-524,True,1.0,0,0,82,82
W1NNR-525,True,1.0,0,0,72,72
W1NNR-532,True,1.0,0,0,77,77
W1NNR-533,True,1.0,0,0,77,77
W1NNR-534,True,1.0,0,0,77,77
W1NNR-54,True,1.0,0,0,53,53
W1NNR-55,True,1.0,0,0,53,53
W1NNR-56,True,1.0,0,0,58,58
W1NNR-567,True,1.0,0,0,78,78
W1NNR-568,True,1.0,0,0,74,74
W1NNR-569,True,1.0,0,0,74,74
W1NNR-57,True,1.0,0,0,55,55
W1NNR-570,True,1.0,0,0,74,74
W1NNR-571,True,1.0,0,0,74,74
W1NNR-572,True,1.0,0,0,74,74
W1NNR-573,True,1.0,0,0,74,74
W1NNR-574,True,1.0,0,0,80,80
W1NNR-575,True,1.0,0,0,78,78
W1NNR-576,True,1.0,0,0,76,76
W1NNR-577,True,1.0,0,0,76,76
W1NNR-578,True,1.0,0,0,76,76
W1NNR-579,True,1.0,0,0,76,76
W1NNR-58,True,1.0,0,0,59,59
W1NNR-580,True,1.0,0,0,76,76
W1NNR-581,True,1.0,0,0,76,76
W1NNR-582,True,1.0,0,0,76,76
W1NNR-583,True,1.0,0,0,76,76
W1NNR-584,True,1.0,0,0,76,76
W1NNR-585,True,1.0,0,0,76,76
W1NNR-586,True,1.0,0,0,76,76
W1NNR-587,True,1.0,0,0,76,76
W1NNR-588,True,1.0,0,0,76,76
W1NNR-589,True,1.0,0,0,76,76
W1NNR-59,True,1.0,0,0,59,59
W1NNR-590,True,1.0,0,0,76,76
W1NNR-591,True,1.0,0,0,76,76
W1NNR-592,True,1.0,0,0,76,76
W1NNR-593,True,1.0,0,0,76,76
W1NNR-594,True,1.0,0,0,76,76
W1NNR-595,True,1.0,0,0,74,74
W1NNR-596,True,1.0,0,0,76,76
W1NNR-597,True,1.0,0,0,74,74
W1NNR-598,True,1.0,0,0,74,74
W1NNR-599,True,1.0,0,0,78,78
W1NNR-6,True,1.0,0,0,74,74
W1NNR-60,True,1.0,0,0,59,59
W1NNR-600,True,1.0,0,0,74,74
W1NNR-601,True,1.0,0,0,74,74
W1NNR-602,True,1.0,0,0,74,74
W1NNR-603,True,1.0,0,0,74,74
W1NNR-604,True,1.0,0,0,74,74
W1NNR-605,True,1.0,0,0,76,76
W1NNR-606,True,1.0,0,0,74,74
W1NNR-61,True,1.0,0,0,55,55
W1NNR-610,True,1.0,0,0,68,68
W1NNR-611,True,1.0,0,0,74,74
W1NNR-612,True,1.0,0,0,74,74
W1NNR-613,True,1.0,0,0,54,54
W1NNR-614,True,1.0,0,0,54,54
W1NNR-615,True,1.0,0,0,54,54
W1NNR-616,True,1.0,0,0,54,54
W1NNR-617,True,1.0,0,0,79,79
W1NNR-618,True,1.0,0,0,54,54
W1NNR-619,True,1.0,0,0,54,54
W1NNR-620,True,1.0,0,0,78,78
W1NNR-621,True,1.0,0,0,74,74
W1NNR-622,True,1.0,0,0,74,74
W1NNR-623,True,1.0,0,0,74,74
W1NNR-624,True,1.0,0,0,82,82
W1NNR-625,True,1.0,0,0,79,79
W1NNR-626,True,1.0,0,0,74,74
W1NNR-627,True,1.0,0,0,82,82
W1NNR-628,True,1.0,0,0,82,82
W1NNR-629,True,1.0,0,0,82,82
W1NNR-63,True,1.0,0,0,59,59
W1NNR-630,True,1.0,0,0,80,80
W1NNR-631,True,1.0,0,0,74,74
W1NNR-632,True,1.0,0,0,74,74
W1NNR-633,True,1.0,0,0,74,74
W1NNR-634,True,1.0,0,0,53,53
W1NNR-635,True,1.0,0,0,79,79
W1NNR-636,True,1.0,0,0,53,53
W1NNR-641,True,1.0,0,0,80,80
W1NNR-642,True,1.0,0,0,80,80
W1NNR-649,True,1.0,0,0,72,72
W1NNR-65,True,1.0,0,0,61,61
W1NNR-651,True,1.0,0,0,80,80
W1NNR-655,True,1.0,0,0,72,72
W1NNR-658,True,1.0,0,0,80,80
W1NNR-66,True,1.0,0,0,59,59
W1NNR-664,True,1.0,0,0,102,102
W1NNR-665,True,1.0,0,0,96,96
W1NNR-672,True,1.0,0,0,74,74
W1NNR-680,True,1.0,0,0,76,76
W1NNR-686,True,1.0,0,0,74,74
W1NNR-687,True,1.0,0,0,74,74
W1NNR-691,True,1.0,0,0,16,16
W1NNR-694,True,1.0,0,0,82,82
W1NNR-695,True,1.0,0,0,82,82
W1NNR-696,True,1.0,0,0,82,82
W1NNR-698,True,1.0,0,0,82,82
W1NNR-699,True,1.0,0,0,74,74
W1NNR-7,True,1.0,0,0,82,82
W1NNR-702,True,1.0,0,0,74,74
W1NNR-704,True,1.0,0,0,74,74
W1NNR-711,True,1.0,0,0,44,44
W1NNR-712,True,1.0,0,0,44,44
W1NNR-713,True,1.0,0,0,76,76
W1NNR-714,True,1.0,0,0,44,44
W1NNR-715,True,1.0,0,0,78,78
W1NNR-716,True,1.0,0,0,76,76
W1NNR-717,True,1.0,0,0,76,76
W1NNR-720,True,1.0,0,0,78,78
W1NNR-723,True,1.0,0,0,96,96
W1NNR-725,True,1.0,0,0,82,82
W1NNR-73,True,1.0,0,0,44,44
W1NNR-730,True,1.0,0,0,40,40
W1NNR-747,True,1.0,0,0,74,74
W1NNR-748,True,1.0,0,0,82,82
W1NNR-749,True,1.0,0,0,72,72
W1NNR-75,True,1.0,0,0,74,74
W1NNR-76,True,1.0,0,0,44,44
W1NNR-760,True,1.0,0,0,55,55
W1NNR-762,True,1.0,0,0,80,80
W1NNR-763,True,1.0,0,0,77,77
W1NNR-766,True,1.0,0,0,56,56
W1NNR-768,True,1.0,0,0,55,55
W1NNR-77,True,1.0,0,0,70,70
W1NNR-771,True,1.0,0,0,79,79
W1NNR-773,True,1.0,0,0,82,82
W1NNR-778,True,1.0,0,0,80,80
W1NNR-779,True,1.0,0,0,82,82
W1NNR-783,True,1.0,0,0,82,82
W1NNR-786,True,1.0,0,0,86,86
W1NNR-80,True,1.0,0,0,44,44
W1NNR-800,True,1.0,0,0,79,79
W1NNR-802,True,1.0,0,0,74,74
W1NNR-803,True,1.0,0,0,88,88
W1NNR-821,True,1.0,0,0,82,82
W1NNR-824,True,1.0,0,0,77,77
W1NNR-825,True,1.0,0,0,84,84
W1NNR-826,True,1.0,0,0,77,77
W1NNR-827,True,1.0,0,0,78,78
W1NNR-829,True,1.0,0,0,76,76
W1NNR-830,True,1.0,0,0,82,82
W1NNR-833,True,1.0,0,0,82,82
W1NNR-834,True,1.0,0,0,80,80
W1NNR-835,True,1.0,0,0,78,78
W1NNR-841,True,1.0,0,0,85,85
W1NNR-842,True,1.0,0,0,82,82
W1NNR-843,True,1.0,0,0,77,77
W1NNR-844,True,1.0,0,0,77,77
W1NNR-845,True,1.0,0,0,77,77
W1NNR-846,True,1.0,0,0,75,75
W1NNR-847,True,1.0,0,0,79,79
W1NNR-848,True,1.0,0,0,79,79
W1NNR-849,True,1.0,0,0,77,77
W1NNR-850,True,1.0,0,0,79,79
W1NNR-851,True,1.0,0,0,75,75
W1NNR-852,True,1.0,0,0,77,77
W1NNR-853,True,1.0,0,0,80,80
W1NNR-855,True,1.0,0,0,86,86
W1NNR-858,True,1.0,0,0,76,76
W1NNR-859,True,1.0,0,0,75,75
W1NNR-860,True,1.0,0,0,77,77
W1NNR-861,True,1.0,0,0,79,79
W1NNR-862,True,1.0,0,0,79,79
W1NNR-863,True,1.0,0,0,79,79
W1NNR-866,True,1.0,0,0,58,58
W1NNR-867,True,1.0,0,0,81,81
W1NNR-869,True,1.0,0,0,81,81
W1NNR-872,True,1.0,0,0,56,56
W1NNR-873,True,1.0,0,0,56,56
W1NNR-874,True,1.0,0,0,79,79
W1NNR-875,True,1.0,0,0,56,56
W1NNR-876,True,1.0,0,0,56,56
W1NNR-877,True,1.0,0,0,79,79
W1NNR-878,True,1.0,0,0,79,79
W1NNR-879,True,1.0,0,0,79,79
W1NNR-880,True,1.0,0,0,56,56
W1NNR-881,True,1.0,0,0,79,79
W1NNR-882,True,1.0,0,0,79,79
W1NNR-883,True,1.0,0,0,79,79
W1NNR-884,True,1.0,0,0,80,80
W1NNR-885,True,1.0,0,0,86,86
W1NNR-886,True,1.0,0,0,80,80
W1NNR-887,True,1.0,0,0,53,53
W1NNR-895,True,1.0,0,0,82,82
W1NNR-897,True,1.0,0,0,75,75
W1NNR-902,True,1.0,0,0,79,79
W1NNR-903,True,1.0,0,0,79,79
W1NNR-904,True,1.0,0,0,79,79
W1NNR-905,True,1.0,0,0,79,79
W1NNR-906,True,1.0,0,0,53,53
W1NNR-907,True,1.0,0,0,79,79
W1NNR-908,True,1.0,0,0,79,79
W1NNR-909,True,1.0,0,0,79,79
W1NNR-910,True,1.0,0,0,79,79
W1NNR-911,True,1.0,0,0,79,79
W1NNR-912,True,1.0,0,0,79,79
W1NNR-913,True,1.0,0,0,79,79
W1NNR-914,True,1.0,0,0,79,79
W1NNR-917,True,1.0,0,0,102,102
W1NNR-918,True,1.0,0,0,90,90
W1NNR-921,True,1.0,0,0,96,96
W1NNR-922,True,1.0,0,0,69,69
W1NNR-923,True,1.0,0,0,23,23
W1NNR-928,True,1.0,0,0,79,79
W1NNR-929,True,1.0,0,0,79,79
W1NNR-930,True,1.0,0,0,79,79
W1NNR-931,True,1.0,0,0,79,79
W1NNR-932,True,1.0,0,0,79,79
W1NNR-933,True,1.0,0,0,79,79
W1NNR-934,True,1.0,0,0,79,79
W1NNR-935,True,1.0,0,0,79,79
W1NNR-936,True,1.0,0,0,79,79
W1NNR-937,True,1.0,0,0,79,79
W1NNR-938,True,1.0,0,0,79,79
W1NNR-939,True,1.0,0,0,79,79
W1NNR-940,True,1.0,0,0,79,79
W1NNR-941,True,1.0,0,0,79,79
W1NNR-942,True,1.0,0,0,79,79
W1NNR-943,True,1.0,0,0,79,79
W1NNR-944,True,1.0,0,0,79,79
W1NNR-945,True,1.0,0,0,79,79
W1NNR-946,True,1.0,0,0,79,79
W1NNR-947,True,1.0,0,0,79,79
W1NNR-948,True,1.0,0,0,79,79
W1NNR-949,True,1.0,0,0,79,79
W1NNR-950,True,1.0,0,0,79,79
W1NNR-951,True,1.0,0,0,79,79
W1NNR-952,True,1.0,0,0,79,79
W1NNR-953,True,1.0,0,0,79,79
W1NNR-954,True,1.0,0,0,79,79
W1NNR-955,True,1.0,0,0,79,79
W1NNR-956,True,1.0,0,0,53,53
W1NNR-961,True,1.0,0,0,79,79
W1NNR-962,True,1.0,0,0,79,79
W1NNR-963,True,1.0,0,0,79,79
W1NNR-964,True,1.0,0,0,79,79
W1NNR-965,True,1.0,0,0,79,79
W1NNR-966,True,1.0,0,0,79,79
W1NNR-967,True,1.0,0,0,79,79
W1NNR-968,True,1.0,0,0,79,79
W1NNR-969,True,1.0,0,0,79,79
W1NNR-970,True,1.0,0,0,79,79
W1NNR-971,True,1.0,0,0,79,79
W1NNR-972,True,1.0,0,0,79,79
W1NNR-973,True,1.0,0,0,79,79
W1NNR-974,True,1.0,0,0,79,79
W1NNR-975,True,1.0,0,0,79,79
W1NNR-976,True,1.0,0,0,79,79
W1NNR-977,True,1.0,0,0,79,79
W1NNR-978,True,1.0,0,0,79,79
W1NNR-979,True,1.0,0,0,79,79
W1NNR-980,True,1.0,0,0,79,79
W1NNR-981,True,1.0,0,0,79,79
W1NNR-982,True,1.0,0,0,79,79
W1NNR-984,True,1.0,0,0,79,79
W1NNR-988,True,1.0,0,0,79,79
W1NNR-991,True,1.0,0,0,80,80
W1NNR-992,True,1.0,0,0,79,79
W1NNR-993,True,1.0,0,0,79,79
W1NNR-996,True,1.0,0,0,79,79
W1NNR-998,True,1.0,0,0,79,79
